edat,year,key,value,p,grp
0 a 04,2000,Catalunya,260457,4.1593267581166975,Per edat
05 a 09,2000,Catalunya,266455,4.255110867951272,Per edat
10 a 14,2000,Catalunya,279961,4.470792793163972,Per edat
15 a 19,2000,Catalunya,350335,5.594619226224725,Per edat
20 a 24,2000,Catalunya,464005,7.409854265387139,Per edat
25 a 29,2000,Catalunya,453721,7.245625558228292,Per edat
30 a 34,2000,Catalunya,394909,6.306436650660596,Per edat
35 a 39,2000,Catalunya,324737,5.185836024566596,Per edat
40 a 44,2000,Catalunya,262790,4.196583231648552,Per edat
45 a 49,2000,Catalunya,206305,3.294554981564194,Per edat
50 a 54,2000,Catalunya,185686,2.9652831308340994,Per edat
55 a 59,2000,Catalunya,152724,2.4389016989622645,Per edat
60 a 64,2000,Catalunya,128929,2.0589112198836186,Per edat
65 a 69,2000,Catalunya,164005,2.619051839516423,Per edat
70 a 74,2000,Catalunya,150229,2.3990581921204392,Per edat
75 a 79,2000,Catalunya,122210,1.9516132148855343,Per edat
80 a 84,2000,Catalunya,72718,1.1612585693482225,Per edat
85+,2000,Catalunya,64966,1.0374642346637233,Per edat
0 a 04,2001,Catalunya,274016,4.307503185244047,Per edat
05 a 09,2001,Catalunya,264746,4.161779743812845,Per edat
10 a 14,2001,Catalunya,273332,4.296750775973396,Per edat
15 a 19,2001,Catalunya,330684,5.198318285462318,Per edat
20 a 24,2001,Catalunya,444196,6.982715187699496,Per edat
25 a 29,2001,Catalunya,466121,7.327373920534351,Per edat
30 a 34,2001,Catalunya,403885,6.349030436077792,Per edat
35 a 39,2001,Catalunya,340401,5.351068520671271,Per edat
40 a 44,2001,Catalunya,274990,4.32281436452711,Per edat
45 a 49,2001,Catalunya,214326,3.3691825575171364,Per edat
50 a 54,2001,Catalunya,188364,2.961062602130203,Per edat
55 a 59,2001,Catalunya,153063,2.4061345324470453,Per edat
60 a 64,2001,Catalunya,130877,2.0573729066010205,Per edat
65 a 69,2001,Catalunya,160069,2.516268127988254,Per edat
70 a 74,2001,Catalunya,151616,2.3833878420747747,Per edat
75 a 79,2001,Catalunya,126195,1.9837723507454768,Per edat
80 a 84,2001,Catalunya,76237,1.1984377566764366,Per edat
85+,2001,Catalunya,66698,1.0484856630613084,Per edat
0 a 04,2002,Catalunya,287847,4.424032189645951,Per edat
05 a 09,2002,Catalunya,263798,4.054413780807939,Per edat
10 a 14,2002,Catalunya,270120,4.15157905090956,Per edat
15 a 19,2002,Catalunya,312834,4.808067084304167,Per edat
20 a 24,2002,Catalunya,421890,6.484191047638954,Per edat
25 a 29,2002,Catalunya,473724,7.2808478983899025,Per edat
30 a 34,2002,Catalunya,413763,6.359284032435557,Per edat
35 a 39,2002,Catalunya,357907,5.500811503679431,Per edat
40 a 44,2002,Catalunya,286783,4.407679160954378,Per edat
45 a 49,2002,Catalunya,224323,3.447707194717849,Per edat
50 a 54,2002,Catalunya,191710,2.946465348178113,Per edat
55 a 59,2002,Catalunya,160020,2.459409446640559,Per edat
60 a 64,2002,Catalunya,125473,1.9284432039640724,Per edat
65 a 69,2002,Catalunya,158081,2.4296082035644684,Per edat
70 a 74,2002,Catalunya,151771,2.3326273661172623,Per edat
75 a 79,2002,Catalunya,128187,1.970155722637879,Per edat
80 a 84,2002,Catalunya,80860,1.2427687030080965,Per edat
85+,2002,Catalunya,67888,1.0433970035841411,Per edat
0 a 04,2003,Catalunya,302306,4.509239506418864,Per edat
05 a 09,2003,Catalunya,264926,3.9516740834701394,Per edat
10 a 14,2003,Catalunya,270756,4.038635196787181,Per edat
15 a 19,2003,Catalunya,298788,4.456764515569917,Per edat
20 a 24,2003,Catalunya,397828,5.934059311954125,Per edat
25 a 29,2003,Catalunya,476037,7.100635934837935,Per edat
30 a 34,2003,Catalunya,423695,6.31989518128036,Per edat
35 a 39,2003,Catalunya,375231,5.596999230028701,Per edat
40 a 44,2003,Catalunya,299055,4.460747125733837,Per edat
45 a 49,2003,Catalunya,236333,3.5251768085002926,Per edat
50 a 54,2003,Catalunya,197326,2.9433428209946504,Per edat
55 a 59,2003,Catalunya,170219,2.5390109344277407,Per edat
60 a 64,2003,Catalunya,123003,1.834730329560245,Per edat
65 a 69,2003,Catalunya,153146,2.2843476260809354,Per edat
70 a 74,2003,Catalunya,153061,2.283079753931373,Per edat
75 a 79,2003,Catalunya,130083,1.9403366215473232,Per edat
80 a 84,2003,Catalunya,85874,1.2809088584884636,Per edat
85+,2003,Catalunya,68989,1.0290497850136318,Per edat
0 a 04,2004,Catalunya,316390,4.643698614434463,Per edat
05 a 09,2004,Catalunya,265782,3.900918186863113,Per edat
10 a 14,2004,Catalunya,268154,3.9357323501218717,Per edat
15 a 19,2004,Catalunya,288326,4.231799509167264,Per edat
20 a 24,2004,Catalunya,370442,5.437027093550148,Per edat
25 a 29,2004,Catalunya,470915,6.911682837688944,Per edat
30 a 34,2004,Catalunya,434503,6.377259012824734,Per edat
35 a 39,2004,Catalunya,386713,5.675838750541403,Per edat
40 a 44,2004,Catalunya,309713,4.5456993867452855,Per edat
45 a 49,2004,Catalunya,249261,3.6584372462231696,Per edat
50 a 54,2004,Catalunya,199680,2.9307302358806333,Per edat
55 a 59,2004,Catalunya,178122,2.6143205682869097,Per edat
60 a 64,2004,Catalunya,131990,1.9372349951616827,Per edat
65 a 69,2004,Catalunya,141089,2.070782242839356,Per edat
70 a 74,2004,Catalunya,153071,2.2466436695537078,Per edat
75 a 79,2004,Catalunya,130780,1.9194756623020293,Per edat
80 a 84,2004,Catalunya,90594,1.329660331477214,Per edat
85+,2004,Catalunya,70403,1.0333143068745203,Per edat
0 a 04,2005,Catalunya,336249,4.806849147830671,Per edat
05 a 09,2005,Catalunya,272087,3.8896209775666364,Per edat
10 a 14,2005,Catalunya,266347,3.8075647807941615,Per edat
15 a 19,2005,Catalunya,280170,4.005171541767319,Per edat
20 a 24,2005,Catalunya,347747,4.971218860459578,Per edat
25 a 29,2005,Catalunya,457364,6.538249195234565,Per edat
30 a 34,2005,Catalunya,448822,6.416136994393017,Per edat
35 a 39,2005,Catalunya,393925,5.631356674842742,Per edat
40 a 44,2005,Catalunya,324975,4.645681628246545,Per edat
45 a 49,2005,Catalunya,262582,3.7537422057334693,Per edat
50 a 54,2005,Catalunya,205146,2.9326655998408055,Per edat
55 a 59,2005,Catalunya,183548,2.6239112901035364,Per edat
60 a 64,2005,Catalunya,149379,2.1354481912326815,Per edat
65 a 69,2005,Catalunya,123749,1.7690544066893812,Per edat
70 a 74,2005,Catalunya,152104,2.1744034414426108,Per edat
75 a 79,2005,Catalunya,131391,1.878300653333154,Per edat
80 a 84,2005,Catalunya,96156,1.3745985464902677,Per edat
85+,2005,Catalunya,72197,1.0320925502408362,Per edat
0 a 04,2006,Catalunya,350965,4.919129712165772,Per edat
05 a 09,2006,Catalunya,281353,3.943447072804914,Per edat
10 a 14,2006,Catalunya,264113,3.7018110229488372,Per edat
15 a 19,2006,Catalunya,273453,3.8327205766411665,Per edat
20 a 24,2006,Catalunya,328209,4.6001813391654895,Per edat
25 a 29,2006,Catalunya,437638,6.133939535203807,Per edat
30 a 34,2006,Catalunya,460783,6.458340136939242,Per edat
35 a 39,2006,Catalunya,402603,5.642888548735847,Per edat
40 a 44,2006,Catalunya,340477,4.772129776499268,Per edat
45 a 49,2006,Catalunya,274837,3.852118737488081,Per edat
50 a 54,2006,Catalunya,213128,2.987204642327488,Per edat
55 a 59,2006,Catalunya,186241,2.6103561230420858,Per edat
60 a 64,2006,Catalunya,149832,2.1000471358489365,Per edat
65 a 69,2006,Catalunya,125884,1.764391676338883,Per edat
70 a 74,2006,Catalunya,148876,2.086647828211906,Per edat
75 a 79,2006,Catalunya,133162,1.866400212931257,Per edat
80 a 84,2006,Catalunya,99176,1.390052023232381,Per edat
85+,2006,Catalunya,75006,1.0512850090200045,Per edat
0 a 04,2007,Catalunya,363257,5.0378835998795095,Per edat
05 a 09,2007,Catalunya,290429,4.027857676601982,Per edat
10 a 14,2007,Catalunya,262334,3.638218000728936,Per edat
15 a 19,2007,Catalunya,269191,3.733315322581987,Per edat
20 a 24,2007,Catalunya,309695,4.295051056042098,Per edat
25 a 29,2007,Catalunya,414366,5.7466963492724785,Per edat
30 a 34,2007,Catalunya,466337,6.467463873557869,Per edat
35 a 39,2007,Catalunya,410551,5.693787455752077,Per edat
40 a 44,2007,Catalunya,356588,4.9453935839194685,Per edat
45 a 49,2007,Catalunya,285831,3.964089631410159,Per edat
50 a 54,2007,Catalunya,222420,3.084664769805401,Per edat
55 a 59,2007,Catalunya,189097,2.6225198002692736,Per edat
60 a 64,2007,Catalunya,156479,2.1701522278319363,Per edat
65 a 69,2007,Catalunya,120751,1.6746531589729878,Per edat
70 a 74,2007,Catalunya,147535,2.0461110368367943,Per edat
75 a 79,2007,Catalunya,134115,1.8599937757506129,Per edat
80 a 84,2007,Catalunya,101720,1.410718911899134,Per edat
85+,2007,Catalunya,79441,1.101739294929012,Per edat
0 a 04,2008,Catalunya,379915,5.159030091750793,Per edat
05 a 09,2008,Catalunya,300368,4.078826976031487,Per edat
10 a 14,2008,Catalunya,261614,3.5525696495881767,Per edat
15 a 19,2008,Catalunya,268010,3.6394236997489706,Per edat
20 a 24,2008,Catalunya,294359,3.997228166241585,Per edat
25 a 29,2008,Catalunya,388903,5.281082030907331,Per edat
30 a 34,2008,Catalunya,466564,6.33567433696384,Per edat
35 a 39,2008,Catalunya,418049,5.67686817005469,Per edat
40 a 44,2008,Catalunya,371913,5.050367473022421,Per edat
45 a 49,2008,Catalunya,296158,4.021657565278368,Per edat
50 a 54,2008,Catalunya,233151,3.1660582628266565,Per edat
55 a 59,2008,Catalunya,193470,2.627212802471674,Per edat
60 a 64,2008,Catalunya,165395,2.2459702355135294,Per edat
65 a 69,2008,Catalunya,117896,1.6009607720070322,Per edat
70 a 74,2008,Catalunya,142612,1.9365900252550285,Per edat
75 a 79,2008,Catalunya,135559,1.840814287952952,Per edat
80 a 84,2008,Catalunya,103727,1.408553793156455,Per edat
85+,2008,Catalunya,83668,1.1361639569814441,Per edat
0 a 04,2009,Catalunya,394446,5.276573088869923,Per edat
05 a 09,2009,Catalunya,314654,4.209181557691742,Per edat
10 a 14,2009,Catalunya,263068,3.5191066187585447,Per edat
15 a 19,2009,Catalunya,265260,3.5484293859074136,Per edat
20 a 24,2009,Catalunya,283851,3.7971244425062403,Per edat
25 a 29,2009,Catalunya,361928,4.841574118912382,Per edat
30 a 34,2009,Catalunya,461922,6.179211335282834,Per edat
35 a 39,2009,Catalunya,428686,5.734607553823063,Per edat
40 a 44,2009,Catalunya,382925,5.122454658066035,Per edat
45 a 49,2009,Catalunya,306575,4.101107362529463,Per edat
50 a 54,2009,Catalunya,245717,3.2869992589045167,Per edat
55 a 59,2009,Catalunya,195620,2.6168429332398717,Per edat
60 a 64,2009,Catalunya,172860,2.312378434924058,Per edat
65 a 69,2009,Catalunya,126677,1.694580371403881,Per edat
70 a 74,2009,Catalunya,131392,1.757653750558497,Per edat
75 a 79,2009,Catalunya,135887,1.817784151258391,Per edat
80 a 84,2009,Catalunya,105121,1.4062219915402747,Per edat
85+,2009,Catalunya,88086,1.1783418189212111,Per edat
0 a 04,2010,Catalunya,403787,5.374953693110081,Per edat
05 a 09,2010,Catalunya,330398,4.398046371716237,Per edat
10 a 14,2010,Catalunya,268176,3.569786995627618,Per edat
15 a 19,2010,Catalunya,263211,3.5036960984806282,Per edat
20 a 24,2010,Catalunya,275498,3.6672527658008827,Per edat
25 a 29,2010,Catalunya,339348,4.517183034247065,Per edat
30 a 34,2010,Catalunya,447734,5.959947984533798,Per edat
35 a 39,2010,Catalunya,441863,5.881796996185364,Per edat
40 a 44,2010,Catalunya,389040,5.178651082792526,Per edat
45 a 49,2010,Catalunya,321078,4.273984506376873,Per edat
50 a 54,2010,Catalunya,258393,3.439561971098111,Per edat
55 a 59,2010,Catalunya,200741,2.6721355053743947,Per edat
60 a 64,2010,Catalunya,177851,2.3674384991922004,Per edat
65 a 69,2010,Catalunya,143320,1.907783963566278,Per edat
70 a 74,2010,Catalunya,114917,1.5297014355368823,Per edat
75 a 79,2010,Catalunya,135338,1.8015326964912988,Per edat
80 a 84,2010,Catalunya,106091,1.412215381514862,Per edat
85+,2010,Catalunya,93127,1.239646924190879,Per edat
0 a 04,2011,Catalunya,407057,5.3989074778059045,Per edat
05 a 09,2011,Catalunya,344389,4.567724783934677,Per edat
10 a 14,2011,Catalunya,277276,3.6775868485644763,Per edat
15 a 19,2011,Catalunya,260755,3.4584643412968665,Per edat
20 a 24,2011,Catalunya,268691,3.5637216633521747,Per edat
25 a 29,2011,Catalunya,319770,4.241196304640368,Per edat
30 a 34,2011,Catalunya,428171,5.678948190743881,Per edat
35 a 39,2011,Catalunya,453025,6.008593538823851,Per edat
40 a 44,2011,Catalunya,397043,5.266089077722505,Per edat
45 a 49,2011,Catalunya,335926,4.455477717836633,Per edat
50 a 54,2011,Catalunya,270070,3.582011714651857,Per edat
55 a 59,2011,Catalunya,208262,2.762235434209001,Per edat
60 a 64,2011,Catalunya,180347,2.3919912122868823,Per edat
65 a 69,2011,Catalunya,143705,1.905998420609638,Per edat
70 a 74,2011,Catalunya,117227,1.5548135197300446,Per edat
75 a 79,2011,Catalunya,132971,1.7636304650978338,Per edat
80 a 84,2011,Catalunya,108382,1.437499883946375,Per edat
85+,2011,Catalunya,98243,1.303023574934433,Per edat
0 a 04,2012,Catalunya,404423,5.34180312321851,Per edat
05 a 09,2012,Catalunya,359177,4.744173354107592,Per edat
10 a 14,2012,Catalunya,286185,3.7800617838705737,Per edat
15 a 19,2012,Catalunya,259070,3.421914518047241,Per edat
20 a 24,2012,Catalunya,264424,3.4926325877952817,Per edat
25 a 29,2012,Catalunya,301738,3.985492889360166,Per edat
30 a 34,2012,Catalunya,405326,5.353730358366526,Per edat
35 a 39,2012,Catalunya,458707,6.058810911452101,Per edat
40 a 44,2012,Catalunya,405122,5.351035833482589,Per edat
45 a 49,2012,Catalunya,351884,4.647844089506833,Per edat
50 a 54,2012,Catalunya,280844,3.7095154240416073,Per edat
55 a 59,2012,Catalunya,217590,2.8740277916466557,Per edat
60 a 64,2012,Catalunya,183366,2.421981617000233,Per edat
65 a 69,2012,Catalunya,149919,1.980198412132336,Per edat
70 a 74,2012,Catalunya,112820,1.490177928459836,Per edat
75 a 79,2012,Catalunya,131967,1.7430802223458535,Per edat
80 a 84,2012,Catalunya,109542,1.4468806119424513,Per edat
85+,2012,Catalunya,103053,1.3611709454136809,Per edat
0 a 04,2013,Catalunya,396273,5.246112806391611,Per edat
05 a 09,2013,Catalunya,371853,4.922825389050327,Per edat
10 a 14,2013,Catalunya,295802,3.9160141123827557,Per edat
15 a 19,2013,Catalunya,258147,3.4175133875676,Per edat
20 a 24,2013,Catalunya,263563,3.489213823780556,Per edat
25 a 29,2013,Catalunya,286696,3.7954631204781792,Per edat
30 a 34,2013,Catalunya,380143,5.032573656444236,Per edat
35 a 39,2013,Catalunya,458795,6.073818617489558,Per edat
40 a 44,2013,Catalunya,412036,5.4547933780357845,Per edat
45 a 49,2013,Catalunya,366863,4.856764610486321,Per edat
50 a 54,2013,Catalunya,290891,3.8509991858240715,Per edat
55 a 59,2013,Catalunya,228117,3.0199572392154783,Per edat
60 a 64,2013,Catalunya,187483,2.4820186267566013,Per edat
65 a 69,2013,Catalunya,158450,2.097661395484302,Per edat
70 a 74,2013,Catalunya,110389,1.4613994558921846,Per edat
75 a 79,2013,Catalunya,127634,1.689699681610877,Per edat
80 a 84,2013,Catalunya,111237,1.4726258166581718,Per edat
85+,2013,Catalunya,106438,1.4090936169931094,Per edat
0 a 04,2014,Catalunya,380731,5.063650907585854,Per edat
05 a 09,2014,Catalunya,383404,5.099201306360782,Per edat
10 a 14,2014,Catalunya,309350,4.114296992526702,Per edat
15 a 19,2014,Catalunya,259820,3.455557280097908,Per edat
20 a 24,2014,Catalunya,261079,3.4723017440177113,Per edat
25 a 29,2014,Catalunya,276397,3.676028271677398,Per edat
30 a 34,2014,Catalunya,353483,4.701257616968858,Per edat
35 a 39,2014,Catalunya,454595,6.046028257047604,Per edat
40 a 44,2014,Catalunya,422531,5.6195830694983036,Per edat
45 a 49,2014,Catalunya,377714,5.023525373315762,Per edat
50 a 54,2014,Catalunya,301103,4.004613438955125,Per edat
55 a 59,2014,Catalunya,240192,3.1945085606238037,Per edat
60 a 64,2014,Catalunya,189677,2.5226685328963545,Per edat
65 a 69,2014,Catalunya,165495,2.201052467361263,Per edat
70 a 74,2014,Catalunya,118775,1.5796852280179703,Per edat
75 a 79,2014,Catalunya,117750,1.5660529202198779,Per edat
80 a 84,2014,Catalunya,112124,1.4912281751739582,Per edat
85+,2014,Catalunya,110812,1.4737788211924001,Per edat
0 a 04,2015,Catalunya,367605,4.8961082861643135,Per edat
05 a 09,2015,Catalunya,387896,5.166362861685757,Per edat
10 a 14,2015,Catalunya,323330,4.306412296256872,Per edat
15 a 19,2015,Catalunya,264242,3.5194228744239893,Per edat
20 a 24,2015,Catalunya,259171,3.451882538685522,Per edat
25 a 29,2015,Catalunya,268131,3.5712202251806247,Per edat
30 a 34,2015,Catalunya,330887,4.40706351242244,Per edat
35 a 39,2015,Catalunya,440470,5.866592719921642,Per edat
40 a 44,2015,Catalunya,435351,5.798413075148379,Per edat
45 a 49,2015,Catalunya,383605,5.1092112977627115,Per edat
50 a 54,2015,Catalunya,315364,4.20031363435732,Per edat
55 a 59,2015,Catalunya,252441,3.362246084431946,Per edat
60 a 64,2015,Catalunya,194632,2.59229158458871,Per edat
65 a 69,2015,Catalunya,170449,2.2701997014959567,Per edat
70 a 74,2015,Catalunya,134267,1.7882938786426297,Per edat
75 a 79,2015,Catalunya,102808,1.369293401025505,Per edat
80 a 84,2015,Catalunya,112201,1.4943981877719894,Per edat
85+,2015,Catalunya,114705,1.5277488090871385,Per edat
0 a 04,2016,Catalunya,355464,4.725283665372965,Per edat
05 a 09,2016,Catalunya,389442,5.176962846336557,Per edat
10 a 14,2016,Catalunya,335804,4.463937715118557,Per edat
15 a 19,2016,Catalunya,273120,3.6306615429035407,Per edat
20 a 24,2016,Catalunya,257138,3.418208288734368,Per edat
25 a 29,2016,Catalunya,261385,3.474664863033985,Per edat
30 a 34,2016,Catalunya,311605,4.142253551832373,Per edat
35 a 39,2016,Catalunya,421112,5.597961129376083,Per edat
40 a 44,2016,Catalunya,446619,5.937032907257016,Per edat
45 a 49,2016,Catalunya,391352,5.202353017495557,Per edat
50 a 54,2016,Catalunya,330206,4.389521915041031,Per edat
55 a 59,2016,Catalunya,263828,3.50714035420751,Per edat
60 a 64,2016,Catalunya,201887,2.683741091506177,Per edat
65 a 69,2016,Catalunya,172829,2.297464864522832,Per edat
70 a 74,2016,Catalunya,134793,1.7918415398088638,Per edat
75 a 79,2016,Catalunya,105364,1.400633504710342,Per edat
80 a 84,2016,Catalunya,110388,1.4674189601568395,Per edat
85+,2016,Catalunya,118651,1.5772613603070005,Per edat
0 a 04,2017,Catalunya,344896,4.564634196375514,Per edat
05 a 09,2017,Catalunya,386542,5.115811234503688,Per edat
10 a 14,2017,Catalunya,349163,4.621107145078701,Per edat
15 a 19,2017,Catalunya,281675,3.727916059519603,Per edat
20 a 24,2017,Catalunya,255752,3.384829992204695,Per edat
25 a 29,2017,Catalunya,257374,3.4062968595111327,Per edat
30 a 34,2017,Catalunya,293721,3.8873426215253652,Per edat
35 a 39,2017,Catalunya,398358,5.272193789431472,Per edat
40 a 44,2017,Catalunya,451817,5.979713678047283,Per edat
45 a 49,2017,Catalunya,399285,5.284462461437062,Per edat
50 a 54,2017,Catalunya,345887,4.577749896437585,Per edat
55 a 59,2017,Catalunya,274305,3.6303754848904752,Per edat
60 a 64,2017,Catalunya,210744,2.7891575114845093,Per edat
65 a 69,2017,Catalunya,175540,2.3232391411664897,Per edat
70 a 74,2017,Catalunya,140564,1.860338308299684,Per edat
75 a 79,2017,Catalunya,101886,1.3484421962908113,Per edat
80 a 84,2017,Catalunya,109825,1.4535133797345892,Per edat
85+,2017,Catalunya,122548,1.6218999104003133,Per edat
0 a 04,2018,Catalunya,334334,4.399093955117489,Per edat
05 a 09,2018,Catalunya,380454,5.005930870328083,Per edat
10 a 14,2018,Catalunya,361168,4.752169882757581,Per edat
15 a 19,2018,Catalunya,291074,3.829888297007986,Per edat
20 a 24,2018,Catalunya,255167,3.357431811438455,Per edat
25 a 29,2018,Catalunya,256388,3.373497463508536,Per edat
30 a 34,2018,Catalunya,279248,3.674284364673197,Per edat
35 a 39,2018,Catalunya,373846,4.918984245529479,Per edat
40 a 44,2018,Catalunya,452882,5.958922719739896,Per edat
45 a 49,2018,Catalunya,406682,5.351033181953049,Per edat
50 a 54,2018,Catalunya,361007,4.75005147982287,Per edat
55 a 59,2018,Catalunya,284364,3.7415995784246583,Per edat
60 a 64,2018,Catalunya,220861,2.906040935176212,Per edat
65 a 69,2018,Catalunya,179436,2.360979807409542,Per edat
70 a 74,2018,Catalunya,148792,1.957772729575339,Per edat
75 a 79,2018,Catalunya,100000,1.3157782203178525,Per edat
80 a 84,2018,Catalunya,106485,1.4011064379054652,Per edat
85+,2018,Catalunya,125800,1.6552490011598586,Per edat
0 a 04,2000,Espanya,3194,0.05100607649410357,Per edat
05 a 09,2000,Espanya,6294,0.10051103489476763,Per edat
10 a 14,2000,Espanya,10414,0.16630472154339213,Per edat
15 a 19,2000,Espanya,14620,0.2334717715540996,Per edat
20 a 24,2000,Espanya,22492,0.35918242720894716,Per edat
25 a 29,2000,Espanya,44399,0.7090227896874465,Per edat
30 a 34,2000,Espanya,78046,1.2463432204316864,Per edat
35 a 39,2000,Espanya,126349,2.0177103190211305,Per edat
40 a 44,2000,Espanya,164932,2.633855419012363,Per edat
45 a 49,2000,Espanya,185809,2.9672473598287064,Per edat
50 a 54,2000,Espanya,209521,3.345912383569528,Per edat
55 a 59,2000,Espanya,186597,2.9798312008673267,Per edat
60 a 64,2000,Espanya,161745,2.582961127908197,Per edat
65 a 69,2000,Espanya,157630,2.5172472879666703,Per edat
70 a 74,2000,Espanya,127277,2.0325298678584907,Per edat
75 a 79,2000,Espanya,97298,1.55378498144123,Per edat
80 a 84,2000,Espanya,58439,0.933232343218196,Per edat
85+,2000,Espanya,48751,0.7785213635454109,Per edat
0 a 04,2001,Espanya,3264,0.051309742484513934,Per edat
05 a 09,2001,Espanya,6127,0.09631580643462527,Per edat
10 a 14,2001,Espanya,9656,0.15179132151668706,Per edat
15 a 19,2001,Espanya,14193,0.2231124923660252,Per edat
20 a 24,2001,Espanya,21478,0.33763193905710487,Per edat
25 a 29,2001,Espanya,39793,0.6255418451857423,Per edat
30 a 34,2001,Espanya,71793,1.1285785362103888,Per edat
35 a 39,2001,Espanya,115858,1.8212757796479215,Per edat
40 a 44,2001,Espanya,159635,2.5094456928662323,Per edat
45 a 49,2001,Espanya,184003,2.892508133081501,Per edat
50 a 54,2001,Espanya,201752,3.1715205777376396,Per edat
55 a 59,2001,Espanya,189303,2.9758235850324577,Per edat
60 a 64,2001,Espanya,166019,2.609801512725649,Per edat
65 a 69,2001,Espanya,159850,2.5128254706340543,Per edat
70 a 74,2001,Espanya,130991,2.0591649748127954,Per edat
75 a 79,2001,Espanya,100045,1.5726970547987735,Per edat
80 a 84,2001,Espanya,61201,0.9620733914812308,Per edat
85+,2001,Espanya,50726,0.7974074746536317,Per edat
0 a 04,2002,Espanya,3552,0.05459206570720701,Per edat
05 a 09,2002,Espanya,6124,0.09412213130375444,Per edat
10 a 14,2002,Espanya,8844,0.13592686630476883,Per edat
15 a 19,2002,Espanya,13740,0.21117538930659469,Per edat
20 a 24,2002,Espanya,20547,0.31579481252420677,Per edat
25 a 29,2002,Espanya,37069,0.5697278388796331,Per edat
30 a 34,2002,Espanya,66436,1.0210806523997762,Per edat
35 a 39,2002,Espanya,105951,1.6284020140045863,Per edat
40 a 44,2002,Espanya,153861,2.364749386761424,Per edat
45 a 49,2002,Espanya,179608,2.7604650161993347,Per edat
50 a 54,2002,Espanya,200538,3.082146304276993,Per edat
55 a 59,2002,Espanya,196449,3.0193008772846595,Per edat
60 a 64,2002,Espanya,158898,2.4421649934526406,Per edat
65 a 69,2002,Espanya,163637,2.5150005225591876,Per edat
70 a 74,2002,Espanya,133306,2.0488316191342735,Per edat
75 a 79,2002,Espanya,103655,1.5931138994596121,Per edat
80 a 84,2002,Espanya,64234,0.9872372603143963,Per edat
85+,2002,Espanya,51761,0.7955348854365829,Per edat
0 a 04,2003,Espanya,3807,0.056785756157458386,Per edat
05 a 09,2003,Espanya,6042,0.09012333561948084,Per edat
10 a 14,2003,Espanya,8234,0.1228195209352541,Per edat
15 a 19,2003,Espanya,13159,0.19628152489519174,Per edat
20 a 24,2003,Espanya,19879,0.2965180054252995,Per edat
25 a 29,2003,Espanya,35205,0.5251228120628637,Per edat
30 a 34,2003,Espanya,61921,0.9236224867417863,Per edat
35 a 39,2003,Espanya,97706,1.4573966617075462,Per edat
