latitude,longitude,floor_material,bike,car,pigs,celular,moto,telephone,tv,wash_after_poop,water_source,sex,age
-25.0168334568,32.8516220946,Cement,no,no,no,no,no,no,no,NA,Protected well,male,28.9973901666909
-25.4329574169,32.7811430925,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,female,29.4187934750691
-25.1724713039,32.8194367838,Cement,no,yes,no,yes,no,no,yes,NA,Piped water in the house,male,88.4102484157464
-25.3564573648,32.6890249283,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,21.3972469071541
-25.4413726654,32.7740689215,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,male,56.6185332204179
-25.0470692305,32.7844269679,Cement,no,no,no,no,no,no,no,"yes, with water and soap",Piped water in the yard,male,38.502516597062
-25.4056828076,32.7977498117,Cement,yes,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,male,35.0952817441758
-25.1824720755,32.8475733509,Cement,no,no,no,no,no,no,no,NA,Protected well,female,23.6196883438175
-25.1546511925,32.7938193183,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,35.0412691535128
-25.1600121513,32.8077269977,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,39.9612247791517
-25.0675441137,32.81238461,Cement,no,yes,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,40.1441580732233
-25.3512224515,32.6948741897,Mosaic / Hardboard,no,no,no,yes,yes,no,yes,"yes, with water and soap",Piped water in the house,female,44.1121835121332
-25.0521837007,32.7788049271,Adobe,no,no,no,no,no,no,no,"yes, with water and soap",NA,male,56.9871644560198
-25.4485863357,32.7359470721,Cement,no,no,no,no,no,no,no,NA,Fontenary,male,39.4182495018864
-25.1355858873,32.9579476523,Without,no,no,no,no,no,no,no,NA,Unprotected well,female,18.5479577759002
-25.0553594494,32.7769608341,Mosaic / Hardboard,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,62.1191727089528
-25.2661141158,32.8752908745,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,19.4723197948805
-25.2612394995,32.8676628813,Cement,no,no,no,yes,no,no,yes,Nothing,NA,male,34.0393249803054
-25.3937256015,32.8094826052,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,47.6059192466777
-25.1600670022,32.8028587026,Cement,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,female,22.1709620471772
-25.3996222703,32.9027654048,Adobe,no,no,no,no,no,no,no,"yes, with water and soap",NA,female,38.6331066434939
-25.3788062571,32.927975715,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,38.7887529355723
-25.1031601737,32.9371215088,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,65.8041614306758
-25.3874746786,32.8064360407,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the house,male,33.7038512427981
-25.3967137462,32.8153523015,Cement,yes,no,no,no,no,no,yes,"Only water, without soap",Piped water in the yard,female,40.3034068943406
-25.4462397896,32.7709719351,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,29.9444303395054
-25.4401693909,32.7760631397,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,female,37.3865186990628
-25.2396688275,32.8481729516,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,42.653854887599
-25.2626637486,32.8670187253,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,37.9038863787721
-25.1611562552,32.812503199,Cement,no,no,yes,no,no,no,no,Nothing,NA,male,58.0855050343823
-25.3445882385,32.9450645953,Cement,no,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,male,33.947497048686
-25.4520011998,32.7691471374,Cement,yes,no,no,yes,no,no,no,NA,Fontenary,male,30.279283530386
-25.0544,32.7854066667,Adobe,yes,no,no,no,no,no,no,"Only water, without soap",NA,male,37.6245433055974
-25.0539191973,32.7783440043,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,25.1550191381175
-25.1252400438,32.9545071417,Cement,yes,yes,no,NA,yes,yes,yes,"yes, with water and soap",Piped water in the yard,female,26.8396958762144
-25.5297470404,32.6538860727,Cement,no,no,no,yes,no,yes,yes,"Only water, without soap",Piped water in the yard,male,30.7300796532481
-25.4071893505,32.7950613088,Cement,no,no,no,yes,no,no,yes,NA,Fontenary,female,30.1848008003716
-25.1810474324,32.8223186044,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,female,58.5945830553816
-25.4054570533,32.7854936479,Adobe,yes,no,no,yes,no,no,no,NA,Unprotected well,female,60.6713785692223
-25.106818903,32.945723041,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,54.3438478704585
-25.3969395042,32.8092545237,Adobe,no,no,no,yes,no,no,no,NA,Protected well,male,56.7808303276758
-25.0568545608,32.7968019297,Cement,no,no,no,yes,no,no,no,"Only water, without soap",NA,female,26.9733107090513
-25.2275789881,32.9769415924,Adobe,no,no,no,yes,no,no,no,NA,Unprotected well,female,25.4512005498927
-25.3546119272,32.6958696547,Cement,no,no,yes,yes,no,no,no,"yes, with water and soap",Protected well,female,44.9675614613778
-25.1623148688,32.8088980549,Cement,no,no,no,yes,no,no,no,NA,Fontenary,female,27.4975013416305
-25.2903592927,32.8437918832,Cement,no,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,male,28.9901558178592
-25.0117753391,32.8465532798,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,47.6203825585368
-25.3791874215,32.7516826631,Cement,yes,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,male,46.7901124912169
-25.2522021347,32.8690565205,Adobe,yes,no,no,yes,no,no,no,NA,Unprotected well,female,30.6447648250318
-25.3215289959,32.8149216512,Cement,no,no,yes,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,female,23.5342953315427
-25.3667104505,32.8021165024,Cement,yes,no,no,yes,no,no,yes,"yes, with water and soap",NA,female,49.4459850066935
-25.1853407243,32.8372879103,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,20.489228547872
-25.2428642346,32.8591680516,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,25.4954556567711
-25.0557421918,32.790591,Without,yes,no,no,yes,no,no,no,NA,Protected well,female,47.0733724641471
-25.3454942099,32.9501574129,Cement,no,yes,no,yes,no,no,yes,Nothing,Protected well,male,23.689547269313
-25.1629025671,32.7980312088,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,24.8938713044377
-25.3927086217,32.8060558362,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,male,25.5323960733119
-25.5673374154,32.6720877052,Cement,no,no,no,NA,yes,yes,yes,"Only water, without soap",Unprotected well,female,31.0869115273777
-25.1673817431,32.8118188294,Cement,yes,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,32.5442631630523
-25.4790319273,32.6585156869,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,38.0844816673001
-25.1033654319,32.901351493,Adobe,no,no,no,no,no,no,no,NA,Protected well,female,19.4528081044442
-25.42917814,32.7815405199,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,male,33.5474847563871
-25.2519749667,32.8713976424,Cement,yes,no,no,yes,no,no,no,"Only water, without soap",Protected well,female,31.3996561743369
-25.1586481165,32.7955428532,Cement,yes,yes,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the house,female,32.6852232533732
-25.4106557203,32.7984454962,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,25.3172043551912
-25.2979623363,32.8417939727,Cement,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,female,46.5702192251085
-25.1728492464,32.8028128667,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,35.7142799585941
-25.4374434214,32.775365572,Adobe,no,no,no,yes,no,no,no,Nothing,NA,female,25.7795816917412
-25.0540576349,32.7740005318,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,26.5447184877814
-25.4009023217,32.7926887152,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,female,44.3940281070699
-25.3265142993,32.8171381962,Cement,no,no,no,yes,no,no,no,NA,Protected well,male,20.3916248402419
-25.3728698336,32.7247512462,Adobe,yes,no,no,yes,no,no,no,"Only water, without soap",NA,male,30.8303791451267
-25.4028820391,32.7712191682,Cement,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,male,58.0449638415148
-25.0462783578,32.7860821452,Adobe,no,no,no,yes,no,no,no,"yes, with water and soap",NA,female,29.8791219650489
-25.4355552994,32.7744506754,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,20.3739865045287
-25.2442229598,32.855909804,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,19.553601901934
-25.3229199708,32.8221477996,Cement,no,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,female,62.4293852928759
-25.4377309053,32.7804195738,Cement,yes,no,no,yes,no,no,no,"Only water, without soap",NA,male,35.6427933293335
-25.1761066667,32.84621,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,23.4655322880677
-25.0142850975,32.8376299147,Adobe,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,29.9891138029805
-25.2737685827,32.8616341338,Adobe,yes,no,no,yes,no,no,no,Nothing,Unprotected well,female,25.1299139467611
-25.545309956,32.6962676631,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,28.4011483154776
-25.1546634282,32.788749647,Without,yes,no,yes,yes,no,no,no,Nothing,NA,male,18.5872222007507
-25.3921163482,32.7887793864,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,male,20.7015069310926
-25.0916249006,32.9081111576,Cement,no,yes,no,no,no,no,yes,"yes, with water and soap",Piped water in the yard,male,23.1674889355956
-25.2947704832,32.8365046441,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,26.4703939394059
-25.4623661106,32.758787056,Cement,no,no,yes,yes,no,no,no,Nothing,NA,female,33.820685730899
-25.2551022424,32.8683322054,Cement,yes,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,male,29.2700853631176
-25.1796681235,32.8495147582,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,70.2694170702816
-25.575516893,32.6838825308,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the house,male,23.9385464501993
-25.3261883333,32.6847316667,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the house,male,34.3628919435736
-25.421800723,32.7767801439,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,58.1358755934651
-25.4173804929,32.776505748,Adobe,yes,no,no,yes,no,no,no,Nothing,NA,male,27.247397603981
-25.3866368048,32.8103666264,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,female,31.8185220310885
-25.3831992238,32.7972238669,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,38.7632483784947
-25.3682141226,32.755533222,Without,yes,no,no,yes,no,no,no,Nothing,NA,male,27.222639604018
-25.2921339145,32.8351447802,Adobe,no,no,no,yes,no,no,no,NA,Unprotected well,male,64.9946530139013
-25.2649109363,32.8579428359,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,28.7631574982561
-25.2590875002,32.870708556,Cement,no,no,no,no,no,no,no,"Only water, without soap",NA,female,36.2905098250496
-25.4550882882,32.7658118664,Cement,no,no,yes,yes,no,no,yes,NA,Fontenary,female,61.8044412964643
-25.0513757103,32.7296438951,Cement,no,no,no,no,no,no,no,Nothing,NA,female,68.0874840223459
-25.3877557663,32.9952215644,Without,no,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,male,55.1208520706217
-25.4837493273,32.7373113813,Cement,no,yes,no,yes,no,no,no,"yes, with water and soap",Piped water in the house,female,35.1870387557704
-25.0550739383,32.7915838593,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,male,21.8248741817632
-25.2506723844,32.8605014702,Cement,no,no,no,no,no,no,no,NA,Piped water in the yard,male,22.6266214825001
-25.3958943726,32.8004931277,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the house,female,57.01979942215
-25.4961716044,32.7347501376,Cement,yes,yes,no,yes,no,no,no,Nothing,Piped water in the yard,male,37.9851544129712
-25.4936943146,32.7328250131,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,33.6646077226986
-25.4898486088,32.7145951861,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the house,male,55.0446299056479
-25.4118048421,32.7933351576,Without,no,no,no,no,no,no,no,"Only water, without soap",NA,female,26.361104531655
-25.4522837259,32.7306037627,Cement,yes,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,male,29.9572060490316
-25.5218104491,32.6174194234,Cement,no,no,no,no,no,no,no,Nothing,NA,female,18.2760017511761
-25.3723128607,32.7814040277,Adobe,no,no,no,yes,no,no,no,Nothing,NA,male,58.0390697789685
-25.0476884293,32.783805286,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,male,18.6711275306607
-25.1826126165,32.8499258462,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",NA,female,21.9336641262749
-25.3224971914,32.816159501,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,55.930371553411
-25.3230712931,32.7795566999,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,19.7550498424994
-25.1893584757,32.8286417797,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,19.1875856172572
-25.3912031697,32.7953797335,Cement,no,no,no,no,no,no,no,NA,Piped water in the yard,male,29.409575202165
-25.4452362265,32.7662146563,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,25.4556532416287
-25.4206398162,32.7929441206,Adobe,no,no,no,no,no,no,no,"yes, with water and soap",NA,male,51.4316940102159
-25.0541786678,32.7731900861,Cement,no,no,no,no,no,no,yes,"yes, with water and soap",NA,male,37.419602966013
-25.2525312607,32.8669535726,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,19.7766544849321
-25.4431330234,32.7723773779,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,male,25.9501615889378
-25.5020664039,32.6505685349,Cement,no,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,male,27.8560790472903
-25.1814287024,32.823311422,Cement,no,no,no,yes,no,no,no,NA,Others,female,20.8535867870026
-25.408708176,32.805663967,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,20.8704049350567
-25.3229793018,32.8206747654,Cement,yes,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,male,58.6442208002629
-25.244016906,32.8636413328,Cement,no,yes,yes,yes,no,no,yes,NA,Protected well,female,69.2405042235244
-25.1813496163,32.823572892,Cement,no,no,no,yes,no,no,no,NA,Protected well,female,21.3299472491976
-25.1839870341,32.84690849,Adobe,no,no,no,no,no,no,no,NA,Unprotected well,male,30.474410920893
-25.0559112345,32.7916897142,Adobe,no,no,no,no,no,no,no,Nothing,NA,male,22.3571885487987
-25.4731821077,32.7234450095,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,32.8416022525675
-25.2427688105,32.8618465085,Cement,no,no,no,yes,no,yes,no,NA,Piped water in the house,female,19.9842994747362
-25.4502183321,32.7652772106,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,42.7366852966414
-25.2629977173,32.9971302323,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,female,24.8476600316396
-25.3825509349,32.8194371935,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,50.7146649408127
-25.1561997782,32.8019853455,Adobe,no,no,no,yes,no,no,no,NA,Unprotected well,male,52.6138697624357
-25.2522527615,32.8683968201,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,18.1739030871579
-25.4513449072,32.7694217744,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,female,32.7751430714226
-25.2872010131,32.7642419827,Cement,yes,no,no,no,no,no,no,NA,Unprotected well,male,49.908581558698
-25.3965932579,32.7820297151,Cement,no,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,female,21.5023288999667
-25.3408922314,32.7660809068,Cement,no,no,no,yes,no,no,no,Nothing,Unprotected well,female,41.7884852989659
-25.4045395156,32.7973799095,Cement,no,no,no,yes,yes,no,yes,"yes, with water and soap",Piped water in the yard,male,30.3053518701194
-25.2920915556,32.8439171454,Cement,yes,yes,no,yes,no,no,yes,NA,Unprotected well,female,24.6409530953272
-25.2512929033,32.8629922466,Cement,no,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,male,55.0072018425622
-25.1261392553,32.9548660678,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,59.5354141062489
-25.159247806,32.8098353655,Cement,yes,yes,no,yes,no,yes,yes,"yes, with water and soap",Piped water in the yard,female,32.706990315389
-25.4351330298,32.77686798,Cement,no,no,no,no,no,no,no,NA,Protected well,female,26.4168951103516
-25.1532860086,32.9558125096,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,20.4800046648259
-25.3907550643,32.7921003143,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,25.6250743200465
-25.386053114,32.9235318453,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,male,26.324564319328
-25.3908035999,32.8130924244,Cement,no,yes,no,NA,yes,yes,yes,"yes, with water and soap",Piped water in the yard,female,32.3568183466155
-25.2453335996,32.8600448446,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,36.5862477820192
-25.3809401259,32.8191070066,Cement,yes,no,no,yes,no,no,yes,"Only water, without soap",NA,male,46.7533786683187
-25.177957452,32.9604012444,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,49.7093678510857
-25.3120598359,32.831794722,Cement,no,no,yes,yes,no,yes,no,"Only water, without soap",Piped water in the yard,male,31.9117550907747
-25.4576266611,32.764207918,Cement,no,yes,no,yes,no,no,yes,Nothing,Piped water in the yard,male,62.0342464294837
-25.2551273324,32.868733284,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,male,45.7888857208891
-25.2651742773,32.8580674281,Mosaic / Hardboard,no,yes,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the house,female,35.5964586398295
-25.4575756369,32.7718378182,Cement,no,no,no,yes,no,no,no,NA,Fontenary,female,50.7009749931043
-25.38958,32.7999866667,Without,no,no,no,no,no,no,no,NA,Unprotected well,female,23.1940816509846
-25.1736379802,32.9651816976,Mosaic / Hardboard,no,yes,no,yes,no,no,yes,"yes, with water and soap",Piped water in the house,male,40.9323024167067
-25.5099838226,32.7244324233,Cement,no,no,yes,NA,no,yes,yes,Nothing,Piped water in the yard,female,27.5405484795634
-25.1153019968,32.9541980288,Cement,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,female,77.107936709895
-25.3791712058,32.815090328,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the house,male,32.6848555730817
-25.3794991514,32.8153933077,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,male,20.5300802043645
-25.4578146889,32.7620377135,Mosaic / Hardboard,no,yes,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,19.8429814533073
-25.0537009782,32.7767375197,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,35.6445173395132
-25.3990534853,32.6859183293,Cement,no,no,no,no,no,no,no,Nothing,NA,male,24.6162696121969
-25.3557487764,32.812026046,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,32.4438548194795
-25.1036167332,32.9044400338,Cement,yes,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the house,male,30.3696136066174
-25.4767454531,32.611392521,Cement,yes,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,35.7364731468508
-25.4567764848,32.7703481167,Cement,no,no,no,no,no,no,no,Nothing,NA,female,18.4594294295027
-25.3868896688,32.8098033678,Cement,no,no,no,no,no,no,no,Nothing,NA,male,27.3825430706557
-25.1408478291,32.9426826594,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,female,33.4888058085103
-25.0200183306,32.8520126298,Mosaic / Hardboard,no,no,no,yes,no,no,yes,NA,Protected well,female,37.0379265581782
-25.0529507717,32.7633536446,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,44.9268635020039
-25.2432281698,32.8603881426,Without,no,no,no,no,no,no,no,Nothing,Piped water in the yard,male,30.2313695843807
-25.3258304169,32.8169107369,Cement,no,no,yes,yes,no,no,no,NA,Unprotected well,female,50.8235380543313
-25.05296505,32.7637588465,Cement,no,no,no,no,no,no,no,Nothing,NA,female,29.8046796582045
-25.2659894879,32.8717004473,Cement,yes,no,yes,yes,no,no,yes,NA,Piped water in the yard,male,33.0908514447896
-25.5236730936,32.7125320806,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,36.4810169735028
-25.1890143822,32.8333627984,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,female,75.7535001515193
-25.4390562115,32.7098606948,Cement,no,no,yes,no,no,no,no,NA,Fontenary,female,32.7929164434746
-25.4359346618,32.7765921064,Cement,no,no,no,no,no,no,no,Nothing,NA,male,22.8363506686856
-25.1168787491,32.7665845096,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,male,21.0734751781512
-25.4149866667,32.795195,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,19.1257405933726
-25.2760809292,32.8551180735,Cement,yes,no,no,yes,yes,no,yes,NA,Fontenary,male,36.3546474121735
-25.5263599277,32.7319194235,Cement,no,no,no,no,no,no,yes,"yes, with water and soap",Piped water in the yard,male,24.8516970890992
-25.4351282847,32.7833387909,Cement,yes,no,no,yes,no,no,no,NA,Unprotected well,male,42.8537694576917
-25.2438417822,32.8612859026,Cement,no,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,male,20.4733656069457
-25.3156699402,32.9733978925,Cement,no,no,no,yes,no,no,yes,Nothing,NA,female,34.2585914914297
-25.441970778,32.7819004664,Mosaic / Hardboard,yes,yes,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the house,male,23.2274842702371
-25.4253469039,32.7402776108,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,65.0479250468514
-25.4148245513,32.7388582287,Cement,no,no,no,yes,no,no,no,NA,Protected well,male,27.3503729656685
-25.3224176274,32.7711775731,Cement,yes,no,yes,yes,no,no,no,NA,Piped water in the yard,male,45.0771837003658
-25.05498766,32.7965128469,Cement,no,no,no,no,no,no,no,NA,Piped water in the yard,male,27.1818879463227
-25.4071599095,32.8000459138,Cement,yes,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,34.0939604671451
-25.1818870639,32.8480207283,Cement,no,no,no,no,no,no,no,NA,Protected well,female,20.3319062053191
-25.2641042757,32.8718648587,Cement,no,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,female,51.7854031065359
-25.2413456945,32.8541288552,Cement,no,no,yes,NA,no,yes,yes,Nothing,Piped water in the yard,male,23.0201275522606
-25.3838094106,32.8075438658,Cement,yes,no,yes,NA,no,yes,yes,Nothing,Piped water in the yard,female,75.97064050783
-25.052478383,32.7810373252,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,21.9393826260092
-25.1790755905,32.8519496148,Cement,no,no,no,yes,no,no,yes,Nothing,NA,male,31.1522722872732
-25.2997886838,32.829892539,Wood,no,no,no,yes,no,no,yes,NA,Fontenary,male,38.957499840609
-25.4031401615,32.7969250693,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,female,64.2645848446268
-25.5054644865,32.635624262,Cement,no,no,no,yes,no,no,no,"yes, with water and soap",Piped water in the yard,female,32.3190846097948
-25.4098021006,32.7226619172,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,40.1829245105319
-25.4229318224,32.7871185535,Without,yes,no,no,no,no,no,no,NA,Unprotected well,male,45.0692338731078
-25.4053635511,32.738282798,Cement,no,no,no,yes,no,no,no,NA,Protected well,male,40.6308931090887
-25.4361228623,32.6878048713,Cement,yes,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,45.9940157614886
-25.4394019677,32.7720545887,Cement,yes,no,no,yes,no,no,no,Nothing,NA,female,43.1042050226471
-25.3384420566,32.9581483485,Adobe,no,no,no,yes,no,no,no,NA,Unprotected well,male,42.7712192026802
-25.4100901981,32.7879919154,Cement,no,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,male,44.0039526880958
-25.4164440019,32.7941977701,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,29.8095623333928
-25.0466313784,32.7873787048,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,male,39.5411693867556
-25.2667684216,32.863837292,Cement,no,no,yes,yes,no,yes,yes,"yes, with water and soap",NA,female,45.7202341558438
-25.1649455251,32.7997787755,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,31.1448489345447
-25.397491001,32.8121433866,Cement,yes,yes,no,yes,no,no,yes,NA,Piped water in the yard,male,27.4884393686548
-25.0513489488,32.7844771459,Cement,no,no,yes,no,no,no,no,NA,Unprotected well,female,42.8194384424537
-25.2684058878,32.8605282959,Cement,yes,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,35.0837975642508
-25.0731111891,32.8351005988,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,male,32.5401135618856
-25.2504298766,32.86489937,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,female,41.8262622096941
-25.4044501364,32.7832807418,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,56.7502827023191
-25.5892676117,32.6780160547,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,female,34.9130367403446
-25.185859186,32.8314166128,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,40.1338911999639
-25.3840925895,32.8045057185,Cement,no,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,male,60.7556309154389
-25.2847435416,32.9860640367,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,female,19.082474841831
-25.1609260478,32.8080506213,Cement,yes,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,male,25.4857401521656
-25.4046115712,32.7989111742,Without,yes,no,no,yes,no,no,no,Nothing,NA,male,30.5653013413383
-25.4288967078,32.7078975789,Mosaic / Hardboard,yes,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,female,27.1426081725457
-25.2693656982,32.8637562542,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,female,40.73792296726
-25.0502814321,32.7895028129,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,female,37.9696346653605
-25.1276989814,32.9108557348,Cement,no,no,no,no,no,no,no,NA,Fontenary,female,20.4244848726422
-25.2434330686,32.8455751605,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,43.6477498711674
-25.3862130215,32.7862126433,Adobe,no,no,no,yes,no,no,no,"Only water, without soap",NA,male,26.1127338535526
-25.4213189696,32.7892322718,Cement,yes,no,no,yes,yes,no,no,NA,Piped water in the yard,female,34.0740186373352
-25.0799630858,32.8385354448,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,32.5484155369298
-25.0535648704,32.777751255,Cement,yes,yes,yes,yes,no,no,yes,NA,Unprotected well,female,23.9848881924064
