latitude,longitude,floor_material,bike,car,pigs,celular,moto,telephone,tv,wash_after_poop,water_source,sex,age
-25.417627431,32.7953211206,Cement,no,no,no,yes,no,no,yes,NA,Protected well,female,20.975064293133
-25.39435159,32.7892197379,Cement,no,no,no,yes,no,no,yes,NA,Unprotected well,female,59.9202046494638
-25.0746044443,32.8441718683,Cement,yes,no,no,yes,no,no,yes,NA,Fontenary,male,41.9804812139644
-25.3984633825,33.033297448,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,38.9530174378929
-25.4562602131,32.6968928135,Cement,yes,no,no,yes,no,no,no,NA,Piped water in the yard,female,37.241307261639
-25.3427219255,32.802973933,Adobe,no,no,no,no,no,no,no,"Only water, without soap",NA,female,18.7683311469172
-25.3990447899,32.7992492639,Cement,yes,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,42.3434003227475
-25.4105704374,32.7037058472,Without,no,no,no,yes,no,no,no,Nothing,NA,female,33.6249500418403
-25.4545699288,32.7381850912,Cement,no,no,no,no,no,no,no,Nothing,NA,female,40.4739809669498
-25.3566603209,32.9682225321,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,38.5383012028666
-25.4898482897,32.653916766,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,34.9346103535277
-25.376706293,32.8168227086,Cement,no,no,no,no,no,no,yes,Nothing,Piped water in the yard,female,31.8631806028254
-25.0537984051,32.791319116,Cement,yes,no,yes,yes,yes,no,yes,NA,Unprotected well,female,45.0016872102266
-25.4138787808,32.7785893017,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,50.5403828356397
-25.4517142606,32.7731027004,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,39.8696336069201
-25.1714608545,32.8314906714,Cement,no,no,no,no,no,no,no,NA,Protected well,female,19.8258298666541
-25.3971888064,32.8035627131,Cement,yes,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,female,22.1340322471878
-25.2851976415,32.8686465701,Adobe,no,no,no,no,no,no,no,NA,Unprotected well,female,70.4001483206107
-25.058778709,32.7611746058,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the house,male,21.5048378913249
-25.3729258736,32.731051618,Adobe,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,male,39.1535464568293
-25.0453118549,32.7917667323,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,23.2910489039029
-25.1796534337,32.8427757707,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,19.7363721963675
-25.2666571789,32.8496809887,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,76.8717973354686
-25.2699053816,32.8508071566,Adobe,no,no,no,no,no,no,no,NA,Fontenary,male,37.869973823399
-25.0735253231,32.8248849302,Cement,no,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,male,62.9563180174762
-25.279136855,32.8734869184,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,male,22.7345692478245
-25.0486488672,32.7896611871,Cement,yes,no,no,yes,no,no,no,Nothing,NA,male,54.1941168007259
-25.2700464533,32.8657166875,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the house,female,30.2740158026406
-25.3027056398,32.8369341942,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,female,18.5291278756547
-25.053253129,32.7794124393,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,female,19.7690295683663
-25.3257341973,32.6364996606,Without,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,53.6678364926117
-25.3939765362,32.6868906169,Cement,no,no,no,no,no,no,no,NA,Fontenary,male,36.4992982615946
-25.3601266157,32.6918324841,Cement,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the house,male,35.9537259606197
-25.1535227114,32.7879675221,Cement,yes,no,no,yes,no,no,no,NA,Fontenary,female,21.2817853743973
-25.0749064766,32.7491449436,Cement,no,no,no,no,no,no,no,NA,Piped water in the yard,male,55.4083642077316
-25.5130498651,32.6522756814,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,male,25.3066586539467
-25.389399047,32.8165297348,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,20.6561189459848
-25.4955626596,32.6571882983,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,female,60.3391665102831
-25.0596729084,32.7636211131,Cement,no,no,no,no,no,no,no,Nothing,NA,female,35.7860296962213
-25.0804383988,32.8478928114,Cement,yes,no,yes,yes,no,no,no,NA,Unprotected well,male,23.6795067274238
-25.5081508637,32.7414954496,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,male,22.1986118845971
-25.1628001106,32.9369148524,Cement,no,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,female,25.5687864041812
-25.4577354061,32.7410099534,Cement,no,no,no,no,no,no,no,Nothing,NA,female,40.442584538548
-25.0535795685,32.7765241213,Cement,no,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,male,27.6666390300452
-25.2293266981,33.0109336787,Cement,no,no,no,no,yes,no,no,"Only water, without soap",NA,female,62.1520216717288
-25.4105018104,32.8064539114,Without,no,no,no,no,no,no,no,NA,Unprotected well,female,25.4797873461629
-25.5022293672,32.6516428593,Adobe,no,no,no,yes,no,no,no,NA,Unprotected well,male,24.658153788522
-25.0559046657,32.7595040192,Cement,no,no,no,yes,no,no,no,"Only water, without soap",NA,female,27.2213845842521
-25.49713694,32.6557603989,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,44.4896032916719
-25.3964484709,32.8108615868,Cement,yes,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,female,42.6361060570769
-25.438085161,32.7821920776,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,male,31.6099014238033
-25.578598197,32.6752673857,Cement,yes,no,no,yes,no,no,yes,Nothing,Piped water in the yard,female,43.4973349445509
-25.3141292216,32.8279343179,Cement,no,no,no,yes,yes,no,yes,Nothing,NA,male,20.3695320873614
-25.2679701969,32.8489535685,Cement,yes,no,no,no,no,no,yes,NA,Piped water in the yard,male,32.0737955493344
-25.0509,32.7831733333,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the house,male,33.2521782079656
-25.0498915388,32.7881883858,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,22.999054217606
-25.3517316667,32.7176916667,Cement,no,no,no,yes,no,no,yes,NA,Fontenary,female,47.0741948917041
-25.228800069,32.9765384541,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,male,31.2257803437511
-25.4165919766,32.7461184269,Cement,yes,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,female,26.9287086434315
-25.3911083333,32.7561116667,Adobe,no,no,no,yes,no,no,no,NA,Fontenary,female,56.2323663881525
-25.3496205528,32.9342207276,Cement,no,no,no,no,no,no,no,NA,Protected well,male,51.7545797385531
-25.3536432554,32.7880536262,Mosaic / Hardboard,yes,yes,no,yes,no,no,yes,NA,Piped water in the yard,male,28.7308160532204
-25.1895093326,32.843377457,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,29.6410596011302
-25.391754519,32.788295143,Cement,no,no,no,yes,no,yes,no,NA,Piped water in the yard,female,45.5675868926241
-25.1657336027,32.8108127764,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,32.9650621199811
-25.2504676754,32.8663303623,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,37.6522518485433
-25.4007662292,32.8034889321,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,32.5348013406842
-25.1650776597,32.8024093193,Cement,no,no,no,yes,no,no,yes,Nothing,Protected well,female,51.0399278453406
-25.454551954,32.7669411783,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,male,36.7323924835507
-25.4254471729,32.7230272313,Cement,yes,no,no,no,no,no,yes,Only soap,Piped water in the yard,female,30.1169003643283
-25.2631963259,32.8547767608,Cement,yes,no,no,yes,no,no,no,NA,Unprotected well,male,64.0114438774482
-25.5510119432,32.6650900337,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,male,27.8524031822721
-25.0541444525,32.7939091704,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,19.1932089036087
-25.1913526324,32.8260309657,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,25.0468153086118
-25.0589060782,32.7651142168,Cement,no,no,no,yes,no,no,no,NA,Protected well,female,18.7328051312843
-25.3804518529,32.8061092062,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,32.6170374767757
-25.048137612,32.7869840472,Cement,no,no,no,no,no,no,no,NA,Piped water in the yard,female,47.1329139862051
-25.0691367881,32.8110963179,Cement,yes,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,female,43.1479697869222
-25.4168317904,32.7878048745,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,59.3733042940286
-25.2990718874,32.8364853906,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,44.8728321871744
-25.4431795347,32.7579208901,Adobe,no,no,no,no,no,no,no,NA,Unprotected well,female,18.9092034037928
-25.3946050499,32.7984147771,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,31.8974629418202
-25.5637951367,32.6826309575,Without,no,no,no,no,no,no,no,NA,Unprotected well,female,22.7769578691449
-25.1883710241,32.8371088442,Mosaic / Hardboard,no,no,no,no,no,no,yes,"yes, with water and soap",Piped water in the yard,female,47.46217179988
-25.0485233333,32.7883116667,Cement,no,no,no,yes,no,no,no,"yes, with water and soap",Piped water in the yard,male,35.550178317601
-25.4434159018,32.683443217,Cement,no,no,no,no,no,no,yes,"yes, with water and soap",NA,male,21.4386821393568
-25.4464173907,32.7744609505,Without,no,no,no,NA,no,yes,no,"Only water, without soap",Others,male,25.6907925099286
-25.3181098403,32.819690314,Adobe,yes,no,no,yes,no,no,no,Nothing,NA,female,50.47810989665
-25.4559427933,32.767326008,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,23.0159758131762
-25.1948932735,32.8324986602,Cement,no,no,no,yes,no,no,yes,NA,Unprotected well,female,34.5101950698707
-25.265408875,32.8614810991,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,female,38.9865236014025
-25.4917179517,32.6079428434,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,female,48.6800485122002
-25.574369835,32.6981941248,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",NA,male,51.5049332872776
-25.4535948535,32.7752826552,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,25.3054982239162
-25.2799062957,32.8673739054,Without,no,no,no,yes,no,yes,no,NA,Piped water in the yard,female,35.4892817998813
-25.4330746257,32.7832666651,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,18.1693521298654
-25.0533625083,32.7909493702,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,30.4987593746489
-25.3596080815,32.7869930259,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,female,26.6328618464981
-25.2976355075,32.8403230799,Without,no,no,no,no,no,no,no,NA,Protected well,male,35.7329740776904
-25.4405346955,32.7755721955,Without,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,31.3518313665981
-25.3721324942,32.7239538916,Adobe,no,no,no,no,no,no,no,NA,Piped water in the yard,female,58.6622363292451
-25.2788572614,32.7343113205,Cement,yes,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,female,56.7243399453358
-25.4203551067,32.7322983746,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,28.0442246144321
-25.3579894816,32.749597932,Cement,no,no,no,yes,no,no,yes,NA,Protected well,male,73.7750903114886
-25.2529697751,32.8656492159,Cement,no,no,no,yes,no,no,no,NA,Fontenary,male,36.9611907654235
-25.2888847514,32.8555653237,Cement,yes,no,no,no,no,no,no,"yes, with water and soap",Piped water in the yard,male,29.6279918711498
-25.266930153,32.8469212974,Cement,no,no,no,yes,no,no,no,"yes, with water and soap",NA,male,22.7350864718603
-25.2693742636,32.8502536075,Cement,yes,no,no,yes,no,no,no,NA,Unprotected well,female,45.4602496007032
-25.1609003626,32.8089348431,Cement,no,no,no,no,no,no,no,NA,Unprotected well,male,21.3195107473638
-25.5096312376,32.7201748019,Cement,no,no,no,yes,no,no,no,Nothing,Unprotected well,male,30.3125158479145
-25.2976455817,32.8417665545,Without,no,no,no,yes,no,no,no,Nothing,NA,male,35.3855443395457
-25.2421484265,32.9925969386,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,24.3990233219346
-25.2691397318,32.8599121525,Cement,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,male,32.3048647056734
-25.2738323404,32.8521505689,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,male,64.3631434021247
-25.0973574451,32.8666315894,Cement,yes,no,no,yes,no,no,no,NA,Protected well,male,34.5021229668113
-25.4558609294,32.767618031,Cement,yes,no,no,yes,no,no,no,Nothing,NA,male,31.735034446918
-25.3405626275,32.7237145324,Cement,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,male,63.119844471934
-25.3897176557,32.9749202206,Cement,yes,no,no,NA,no,no,no,Nothing,Piped water in the yard,male,37.1957267839824
-25.0556280327,32.794224356,Cement,no,no,no,NA,no,yes,no,"yes, with water and soap",Piped water in the yard,male,18.2956598285643
-25.4372562933,32.7812182514,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,43.1595151597459
-25.1017948866,32.9377093335,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,61.6026624480123
-25.3837248135,32.75477748,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,31.0885722998212
-25.3933532393,32.7769843037,Cement,no,no,no,no,no,no,no,Nothing,NA,male,21.8633874338059
-25.3797090754,32.8182708673,Mosaic / Hardboard,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,34.7080985705127
-25.3889933333,32.8013066667,Adobe,no,no,no,no,no,no,no,NA,Fontenary,male,24.5891705754366
-25.2454233518,32.8625332769,Cement,no,no,yes,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,25.0845514191399
-25.4669241372,32.7540264376,Cement,yes,yes,no,yes,no,no,yes,NA,Piped water in the yard,female,18.5401675036436
-25.424463919,32.9173296047,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,45.2694114377287
-25.4379379913,32.8844386563,Cement,no,no,yes,yes,no,no,no,Only soap,Piped water in the yard,male,23.7062096562457
-25.1906286734,32.8362328342,Cement,no,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,male,21.1634224186431
-25.3861508866,32.7900054208,Cement,no,no,no,NA,no,yes,no,"yes, with water and soap",Piped water in the yard,male,31.6512442752802
-25.1543019167,32.7997988963,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,56.1143537259132
-25.5284020371,32.725539884,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,male,36.2361457335228
-25.1203667806,32.9549665848,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,40.329284715394
-25.2619172429,32.8763655954,Adobe,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,male,42.3633145738666
-25.2542943417,32.8685721654,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,28.3643235577816
-25.4605883816,32.7453759368,Cement,no,no,no,yes,no,no,no,Nothing,Unprotected well,male,26.2844887710219
-25.4812701292,32.5883161593,Without,no,no,no,no,no,no,no,Nothing,NA,female,22.7947618084235
-25.0562582608,32.7884574421,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,30.6635382806235
-25.3058231975,32.8348904147,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the house,male,55.0024426656395
-25.3779194967,32.8093214424,Cement,yes,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,34.5210921794131
-25.0610784837,32.7703867083,Cement,yes,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the house,male,35.1395840209854
-25.3927119505,32.8030262714,Cement,no,no,yes,yes,no,no,no,NA,Protected well,male,20.8906255850589
-25.0519654919,32.7730231581,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,38.1819210416233
-25.4049823789,32.6782241849,Cement,yes,no,no,yes,no,no,no,NA,Unprotected well,female,36.8144823262027
-25.3967186963,32.7342134243,Cement,no,no,no,yes,no,no,no,NA,Protected well,male,29.4466169239656
-25.2805459648,32.7375128996,Cement,no,no,no,NA,no,yes,no,Only soap,Piped water in the yard,female,52.033713515142
-25.4107792958,32.7807938272,Cement,no,no,no,no,no,no,no,Nothing,NA,female,64.6461555980372
-25.4540362675,32.7644939836,Cement,yes,no,yes,yes,no,no,yes,Nothing,Piped water in the yard,male,71.4871568677399
-25.0577772467,32.7943175162,Without,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,22.5288107974238
-25.1911467118,32.8281494037,Cement,yes,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,70.2594877990754
-25.1557488781,32.812178231,Adobe,no,no,no,no,no,no,no,"Only water, without soap",NA,female,24.7785710340115
-25.4149018921,32.7356684978,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",NA,female,46.698079690561
-25.5211423695,32.715332911,Cement,yes,no,no,yes,no,no,no,Nothing,Piped water in the yard,female,42.3913846614759
-25.3178166667,32.6908016667,Cement,no,no,no,no,no,no,no,NA,Unprotected well,female,25.3875152942766
-25.1681574896,32.8027228227,Cement,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,female,37.2837457616877
-25.4422809627,32.672649649,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,female,37.5782585867295
-25.0553702005,32.7770154403,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,23.857239977774
-25.5220923684,32.6641812627,Adobe,yes,no,no,yes,no,no,no,"Only water, without soap",NA,female,25.6387876712803
-25.3972974593,33.0275286375,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,41.4780987788917
-25.3948302704,32.7916465837,Cement,no,no,no,yes,no,yes,yes,NA,Piped water in the yard,male,31.9449292694196
-25.1640348736,32.7987436719,Cement,no,no,no,yes,no,no,no,"Only water, without soap",NA,female,28.8829154985464
